LAT,LON,UTCTIMESOD,THICK,ELEVATION,FRAME,SURFACE,BOTTOM,QUALITY
-65.477101,98.620647,10141.0484,270.35,584.9120,2019111501001,550.47,820.82,1
-65.477231,98.620727,10141.1528,268.70,583.8872,2019111501001,549.73,818.42,1
-65.477361,98.620809,10141.2571,267.63,582.8786,2019111501001,549.62,817.25,1
-65.477490,98.620891,10141.3614,267.44,581.8872,2019111501001,549.62,817.07,1
-65.477620,98.620974,10141.4657,267.44,580.9144,2019111501001,549.62,817.07,1
-65.477750,98.621058,10141.5701,267.44,579.9608,2019111501001,549.62,817.07,1
-65.477879,98.621143,10141.6745,267.44,579.0274,2019111501001,549.62,817.07,1
-65.478009,98.621229,10141.7788,267.44,578.1144,2019111501001,549.62,817.07,1
-65.478138,98.621315,10141.8832,267.70,577.2222,2019111501001,549.17,816.87,1
-65.478268,98.621402,10141.9876,268.75,576.3511,2019111501001,547.31,816.05,1
-65.478397,98.621490,10142.0920,269.87,575.5015,2019111501001,544.60,814.47,1
-65.478526,98.621579,10142.1965,268.45,574.6736,2019111501001,542.36,810.81,1
-65.478655,98.621668,10142.3009,262.48,573.8678,2019111501001,541.43,803.91,1
-65.478784,98.621758,10142.4054,254.92,573.0840,2019111501001,541.29,796.21,1
-65.478913,98.621849,10142.5099,248.88,572.3223,2019111501001,541.29,790.17,1
-65.479042,98.621941,10142.6145,244.20,571.5829,2019111501001,541.29,785.49,1
-65.479171,98.622034,10142.7191,240.85,570.8660,2019111501001,541.29,782.14,1
-65.479299,98.622127,10142.8237,239.50,570.1723,2019111501001,541.29,780.79,1
-65.479428,98.622222,10142.9283,239.29,569.5018,2019111501001,541.29,780.58,1
-65.479556,98.622317,10143.0330,239.51,568.8548,2019111501001,540.90,780.41,1
-65.479685,98.622412,10143.1376,240.64,568.2314,2019111501001,539.28,779.91,1
-65.479813,98.622509,10143.2423,243.48,567.6318,2019111501001,536.65,780.13,1
-65.479941,98.622606,10143.3470,248.60,567.0564,2019111501001,534.23,782.83,1
-65.480069,98.622704,10143.4518,255.77,566.5056,2019111501001,533.15,788.92,1
-65.480197,98.622803,10143.5566,263.37,565.9794,2019111501001,532.97,796.34,1
-65.480325,98.622902,10143.6614,268.38,565.4781,2019111501001,532.97,801.35,1
-65.480453,98.623002,10143.7663,272.98,565.0011,2019111501001,532.97,805.95,1
-65.480581,98.623103,10143.8712,281.12,564.5489,2019111501001,532.97,814.09,1
-65.480709,98.623205,10143.9761,292.66,564.1208,2019111501001,532.97,825.63,1
-65.480836,98.623307,10144.0811,301.40,563.7173,2019111501001,532.97,834.37,1
-65.480964,98.623410,10144.1861,304.77,563.3384,2019111501001,532.97,837.74,1
-65.481091,98.623513,10144.2912,306.34,562.9846,2019111501001,532.97,839.31,1
-65.481219,98.623617,10144.3963,308.31,562.6553,2019111501001,532.97,841.28,1
-65.481346,98.623722,10144.5015,309.71,562.3507,2019111501001,532.52,842.23,1
-65.481473,98.623827,10144.6067,310.92,562.0695,2019111501001,530.75,841.67,1
-65.481600,98.623933,10144.7120,312.64,561.8107,2019111501001,528.07,840.72,1
-65.481727,98.624040,10144.8173,314.87,561.5722,2019111501001,525.79,840.66,1
-65.481854,98.624147,10144.9227,316.24,561.3517,2019111501001,524.80,841.04,1
-65.481981,98.624255,10145.0281,315.73,561.1462,2019111501001,524.64,840.37,1
-65.482108,98.624363,10145.1335,315.95,560.9534,2019111501001,524.64,840.58,1
-65.482234,98.624472,10145.2390,317.48,560.7709,2019111501001,524.64,842.12,1
-65.482361,98.624581,10145.3446,317.48,560.5968,2019111501001,524.64,842.12,1
-65.482488,98.624690,10145.4502,315.95,560.4294,2019111501001,524.64,840.59,1
-65.482614,98.624800,10145.5558,315.95,560.2676,2019111501001,524.64,840.59,1
-65.482741,98.624911,10145.6615,317.69,560.1102,2019111501001,524.64,842.33,1
-65.482867,98.625022,10145.7673,319.06,559.9560,2019111501001,524.64,843.70,1
-65.482993,98.625133,10145.8731,320.42,559.8042,2019111501001,524.64,845.06,1
-65.483120,98.625244,10145.9789,322.39,559.6540,2019111501001,524.64,847.02,1
-65.483246,98.625357,10146.0848,323.75,559.5045,2019111501001,524.64,848.39,1
-65.483372,98.625469,10146.1908,325.55,559.3554,2019111501001,524.64,850.19,1
-65.483498,98.625582,10146.2968,329.81,559.2067,2019111501001,524.64,854.45,1
-65.483624,98.625695,10146.4028,334.88,559.0578,2019111501001,524.64,859.51,1
-65.483750,98.625808,10146.5089,337.40,558.9092,2019111501001,524.64,862.03,1
-65.483876,98.625922,10146.6151,337.83,558.7602,2019111501001,524.64,862.46,1
-65.484002,98.626036,10146.7213,337.83,558.6110,2019111501001,524.64,862.46,1
-65.484128,98.626151,10146.8275,337.83,558.4614,2019111501001,524.64,862.46,1
-65.484253,98.626265,10146.9338,337.83,558.3117,2019111501001,524.64,862.46,1
-65.484379,98.626380,10147.0401,338.08,558.1623,2019111501001,524.57,862.65,1
-65.484505,98.626496,10147.1465,340.04,558.0137,2019111501001,523.91,863.94,1
-65.484631,98.626611,10147.2529,345.42,557.8667,2019111501001,521.91,867.33,1
-65.484756,98.626727,10147.3594,352.00,557.7221,2019111501001,519.23,871.22,1
-65.484882,98.626843,10147.4659,355.65,557.5806,2019111501001,517.21,872.87,1
-65.485007,98.626960,10147.5725,356.53,557.4428,2019111501001,516.42,872.96,1
-65.485133,98.627076,10147.6791,356.60,557.3098,2019111501001,516.30,872.91,1
-65.485258,98.627193,10147.7858,356.60,557.1823,2019111501001,516.30,872.91,1
-65.485384,98.627311,10147.8926,356.39,557.0615,2019111501001,516.30,872.69,1
-65.485509,98.627428,10147.9994,355.23,556.9480,2019111501001,516.30,871.54,1
-65.485634,98.627546,10148.1062,353.28,556.8420,2019111501001,516.30,869.58,1
-65.485760,98.627663,10148.2131,351.91,556.7441,2019111501001,516.30,868.21,1
-65.485885,98.627781,10148.3201,350.54,556.6540,2019111501001,516.30,866.84,1
-65.486010,98.627900,10148.4271,348.80,556.5719,2019111501001,516.30,865.11,1
-65.486135,98.628018,10148.5342,348.80,556.4978,2019111501001,516.30,865.11,1
-65.486260,98.628137,10148.6413,350.54,556.4313,2019111501001,516.30,866.84,1
-65.486386,98.628255,10148.7484,351.69,556.3727,2019111501001,516.30,867.99,1
-65.486511,98.628374,10148.8557,351.69,556.3213,2019111501001,516.30,867.99,1
-65.486636,98.628493,10148.9630,350.10,556.2772,2019111501001,516.30,866.41,1
-65.486761,98.628613,10149.0703,345.85,556.2397,2019111501001,516.30,862.15,1
-65.486886,98.628732,10149.1778,340.79,556.2081,2019111501001,516.30,857.09,1
-65.487011,98.628851,10149.2852,338.27,556.1819,2019111501001,516.30,854.57,1
-65.487136,98.628971,10149.3928,337.83,556.1600,2019111501001,516.30,854.13,1
-65.487261,98.629091,10149.5004,337.83,556.1414,2019111501001,516.30,854.13,1
-65.487386,98.629211,10149.6080,337.83,556.1249,2019111501001,516.30,854.13,1
-65.487511,98.629330,10149.7157,337.66,556.1095,2019111501001,516.61,854.26,1
-65.487636,98.629450,10149.8235,336.89,556.0939,2019111501001,517.98,854.86,1
-65.487761,98.629571,10149.9313,335.69,556.0770,2019111501001,520.48,856.17,1
-65.487886,98.629691,10150.0392,335.41,556.0575,2019111501001,523.03,858.44,1
-65.488011,98.629811,10150.1471,336.41,556.0342,2019111501001,524.33,860.74,1
-65.488135,98.629931,10150.2551,336.03,556.0064,2019111501001,524.62,860.65,1
-65.488260,98.630052,10150.3632,332.26,555.9729,2019111501001,524.64,856.90,1
-65.488385,98.630172,10150.4713,324.12,555.9329,2019111501001,524.64,848.75,1
-65.488510,98.630292,10150.5795,312.20,555.8854,2019111501001,524.64,836.84,1
-65.488635,98.630413,10150.6877,300.95,555.8297,2019111501001,524.64,825.59,1
-65.488760,98.630533,10150.7959,292.28,555.7652,2019111501001,524.64,816.92,1
-65.488885,98.630654,10150.9043,285.07,555.6910,2019111501001,524.64,809.70,1
-65.489010,98.630774,10151.0127,278.42,555.6072,2019111501001,524.64,803.06,1
-65.489134,98.630895,10151.1211,273.95,555.5127,2019111501001,524.64,798.59,1
-65.489259,98.631015,10151.2296,272.14,555.4075,2019111501001,524.64,796.77,1
-65.489384,98.631136,10151.3381,270.76,555.2913,2019111501001,524.64,795.40,1
-65.489509,98.631256,10151.4467,268.82,555.1641,2019111501001,524.64,793.46,1
-65.489634,98.631376,10151.5553,267.67,555.0256,2019111501001,524.64,792.31,1
-65.489759,98.631496,10151.6640,267.45,554.8759,2019111501001,524.64,792.09,1
-65.489884,98.631617,10151.7727,267.45,554.7152,2019111501001,524.64,792.09,1
-65.490009,98.631737,10151.8815,267.45,554.5431,2019111501001,524.64,792.09,1
-65.490134,98.631857,10151.9903,267.45,554.3596,2019111501001,524.64,792.09,1
-65.490258,98.631977,10152.0992,267.45,554.1647,2019111501001,524.64,792.09,1
-65.490383,98.632097,10152.2081,267.45,553.9585,2019111501001,524.64,792.09,1
-65.490508,98.632216,10152.3171,267.45,553.7414,2019111501001,524.64,792.09,1
-65.490633,98.632336,10152.4261,267.45,553.5136,2019111501001,524.64,792.09,1
-65.490758,98.632455,10152.5352,267.45,553.2755,2019111501001,524.64,792.09,1
-65.490883,98.632575,10152.6443,267.45,553.0276,2019111501001,524.64,792.09,1
-65.491009,98.632694,10152.7534,267.45,552.7705,2019111501001,524.64,792.09,1
-65.491134,98.632813,10152.8626,267.25,552.5052,2019111501001,524.60,791.85,1
-65.491259,98.632932,10152.9719,266.43,552.2323,2019111501001,524.00,790.43,1
-65.491384,98.633051,10153.0811,265.61,551.9524,2019111501001,522.02,787.63,1
-65.491509,98.633169,10153.1904,265.99,551.6661,2019111501001,519.29,785.28,1
-65.491634,98.633288,10153.2998,266.92,551.3742,2019111501001,517.24,784.16,1
-65.491759,98.633406,10153.4092,266.93,551.0770,2019111501001,516.43,783.36,1
-65.491885,98.633524,10153.5187,264.47,550.7751,2019111501001,516.30,780.78,1
-65.492010,98.633642,10153.6281,259.44,550.4688,2019111501001,516.30,775.75,1
-65.492135,98.633759,10153.7377,255.20,550.1585,2019111501001,516.30,771.50,1
-65.492261,98.633877,10153.8473,253.59,549.8444,2019111501001,516.30,769.90,1
-65.492386,98.633994,10153.9569,253.37,549.5267,2019111501001,516.30,769.67,1
-65.492511,98.634110,10154.0665,253.59,549.2055,2019111501001,516.30,769.90,1
-65.492637,98.634227,10154.1762,254.98,548.8812,2019111501001,516.30,771.28,1
-65.492762,98.634343,10154.2860,258.29,548.5544,2019111501001,516.30,774.59,1
-65.492888,98.634459,10154.3957,262.76,548.2254,2019111501001,516.30,779.06,1
-65.493014,98.634575,10154.5056,267.23,547.8949,2019111501001,516.30,783.53,1
-65.493139,98.634690,10154.6154,270.54,547.5635,2019111501001,516.30,786.84,1
-65.493265,98.634805,10154.7253,271.92,547.2315,2019111501001,516.30,788.22,1
-65.493391,98.634920,10154.8352,272.15,546.8994,2019111501001,516.30,788.45,1
-65.493517,98.635034,10154.9452,271.69,546.5676,2019111501001,516.30,788.00,1
-65.493642,98.635149,10155.0553,269.38,546.2362,2019111501001,516.30,785.68,1
-65.493768,98.635262,10155.1653,265.53,545.9052,2019111501001,516.30,781.83,1
-65.493894,98.635376,10155.2754,263.21,545.5749,2019111501001,516.30,779.52,1
-65.494020,98.635489,10155.3856,262.54,545.2450,2019111501001,516.30,778.84,1
-65.494146,98.635601,10155.4958,261.42,544.9157,2019111501001,516.22,777.64,1
-65.494273,98.635714,10155.6060,259.91,544.5866,2019111501001,515.49,775.40,1
-65.494399,98.635825,10155.7163,259.92,544.2578,2019111501001,513.41,773.33,1
-65.494525,98.635937,10155.8266,261.45,543.9294,2019111501001,510.70,772.15,1
-65.494651,98.636048,10155.9370,263.68,543.6011,2019111501001,508.79,772.48,1
-65.494778,98.636158,10156.0474,266.00,543.2734,2019111501001,508.09,774.09,1
-65.494904,98.636269,10156.1578,267.22,542.9460,2019111501001,507.98,775.20,1
-65.495031,98.636378,10156.2683,267.45,542.6196,2019111501001,507.98,775.43,1
-65.495157,98.636488,10156.3789,267.45,542.2940,2019111501001,507.98,775.43,1
-65.495284,98.636596,10156.4894,267.45,541.9693,2019111501001,507.98,775.43,1
-65.495411,98.636705,10156.6001,267.45,541.6457,2019111501001,507.98,775.43,1
-65.495538,98.636813,10156.7107,267.45,541.3230,2019111501001,507.98,775.43,1
-65.495665,98.636920,10156.8214,267.45,541.0010,2019111501001,507.98,775.43,1
-65.495792,98.637027,10156.9322,267.45,540.6801,2019111501001,507.98,775.43,1
-65.495919,98.637133,10157.0430,267.45,540.3596,2019111501001,507.98,775.43,1
-65.496046,98.637239,10157.1538,267.45,540.0394,2019111501001,507.98,775.43,1
-65.496173,98.637344,10157.2647,267.45,539.7193,2019111501001,507.98,775.43,1
-65.496300,98.637449,10157.3756,267.45,539.3990,2019111501001,507.98,775.43,1
-65.496427,98.637553,10157.4866,267.45,539.0783,2019111501001,507.98,775.43,1
-65.496555,98.637656,10157.5976,267.66,538.7572,2019111501001,507.62,775.27,1
-65.496682,98.637759,10157.7086,268.52,538.4354,2019111501001,506.09,774.61,1
-65.496810,98.637862,10157.8197,270.45,538.1131,2019111501001,503.48,773.93,1
-65.496938,98.637964,10157.9309,274.15,537.7902,2019111501001,501.02,775.17,1
-65.497066,98.638065,10158.0421,278.40,537.4668,2019111501001,499.86,778.25,1
-65.497193,98.638165,10158.1533,279.67,537.1432,2019111501001,499.65,779.32,1
-65.497321,98.638265,10158.2646,278.23,536.8196,2019111501001,499.65,777.88,1
-65.497449,98.638364,10158.3759,276.60,536.4962,2019111501001,499.65,776.25,1
-65.497577,98.638463,10158.4873,274.05,536.1732,2019111501001,499.65,773.70,1
-65.497706,98.638561,10158.5987,270.24,535.8507,2019111501001,499.65,769.89,1
-65.497834,98.638658,10158.7101,267.92,535.5285,2019111501001,499.65,767.56,1
-65.497962,98.638755,10158.8216,267.45,535.2067,2019111501001,499.65,767.10,1
-65.498091,98.638850,10158.9332,267.68,534.8847,2019111501001,499.65,767.33,1
-65.498219,98.638946,10159.0448,268.84,534.5623,2019111501001,499.65,768.49,1
-65.498348,98.639040,10159.1564,270.75,534.2390,2019111501001,499.65,770.40,1
-65.498477,98.639134,10159.2681,271.91,533.9149,2019111501001,499.65,771.56,1
-65.498606,98.639227,10159.3798,271.68,533.5901,2019111501001,499.65,771.33,1
-65.498735,98.639319,10159.4916,269.35,533.2648,2019111501001,499.65,769.00,1
-65.498864,98.639410,10159.6034,265.54,532.9391,2019111501001,499.65,765.19,1
-65.498993,98.639501,10159.7153,263.22,532.6136,2019111501001,499.65,762.87,1
-65.499122,98.639591,10159.8272,262.75,532.2885,2019111501001,499.65,762.40,1
-65.499251,98.639680,10159.9391,262.75,531.9642,2019111501001,499.65,762.40,1
-65.499381,98.639768,10160.0511,262.75,531.6410,2019111501001,499.65,762.40,1
-65.499510,98.639856,10160.1632,262.81,531.3193,2019111501001,499.54,762.36,1
-65.499640,98.639943,10160.2752,263.26,530.9994,2019111501001,498.75,762.01,1
-65.499769,98.640029,10160.3873,264.70,530.6815,2019111501001,496.62,761.32,1
-65.499899,98.640114,10160.4995,267.15,530.3659,2019111501001,493.91,761.06,1
-65.500029,98.640199,10160.6117,268.93,530.0523,2019111501001,492.07,761.00,1
-65.500159,98.640282,10160.7240,268.09,529.7405,2019111501001,491.42,759.51,1
-65.500289,98.640365,10160.8363,264.89,529.4308,2019111501001,491.33,756.22,1
-65.500419,98.640447,10160.9486,260.86,529.1228,2019111501001,491.33,752.19,1
-65.500549,98.640529,10161.0610,258.30,528.8161,2019111501001,491.33,749.63,1
-65.500679,98.640610,10161.1735,256.43,528.5107,2019111501001,491.33,747.76,1
-65.500810,98.640690,10161.2860,253.37,528.2066,2019111501001,491.33,744.70,1
-65.500940,98.640769,10161.3985,250.31,527.9036,2019111501001,491.33,741.64,1
-65.501071,98.640847,10161.5111,248.91,527.6016,2019111501001,491.33,740.24,1
-65.501201,98.640925,10161.6237,248.44,527.3006,2019111501001,491.33,739.77,1
-65.501332,98.641002,10161.7364,247.28,527.0008,2019111501001,491.33,738.61,1
-65.501463,98.641078,10161.8492,245.38,526.7022,2019111501001,491.33,736.71,1
-65.501593,98.641154,10161.9619,244.46,526.4050,2019111501001,491.33,735.79,1
-65.501724,98.641229,10162.0748,246.10,526.1093,2019111501001,491.33,737.43,1
-65.501855,98.641303,10162.1876,251.71,525.8152,2019111501001,491.33,743.04,1
-65.501986,98.641377,10162.3005,260.19,525.5228,2019111501001,491.33,751.52,1
-65.502117,98.641450,10162.4135,268.13,525.2320,2019111501001,491.33,759.46,1
-65.502248,98.641522,10162.5265,273.93,524.9429,2019111501001,491.08,765.01,1
-65.502379,98.641593,10162.6395,277.41,524.6553,2019111501001,489.88,767.29,1
-65.502511,98.641664,10162.7526,280.43,524.3690,2019111501001,487.43,767.86,1
-65.502642,98.641735,10162.8658,283.80,524.0840,2019111501001,484.80,768.60,1
-65.502773,98.641804,10162.9790,285.77,523.8001,2019111501001,483.36,769.13,1
-65.502905,98.641874,10163.0922,286.20,523.5169,2019111501001,483.02,769.22,1
-65.503036,98.641942,10163.2055,286.22,523.2344,2019111501001,483.00,769.21,1
-65.503168,98.642010,10163.3189,286.22,522.9527,2019111501001,483.00,769.21,1
-65.503299,98.642078,10163.4323,286.46,522.6715,2019111501001,483.00,769.45,1
-65.503431,98.642145,10163.5457,288.10,522.3909,2019111501001,483.00,771.09,1
-65.503562,98.642211,10163.6592,292.31,522.1109,2019111501001,483.00,775.31,1
-65.503694,98.642277,10163.7727,297.48,521.8313,2019111501001,483.00,780.48,1
-65.503826,98.642342,10163.8863,301.70,521.5522,2019111501001,483.00,784.69,1
-65.503958,98.642407,10163.9999,306.63,521.2733,2019111501001,483.00,789.63,1
-65.504090,98.642471,10164.1136,312.73,520.9941,2019111501001,483.00,795.72,1
-65.504221,98.642535,10164.2273,317.18,520.7149,2019111501001,483.00,800.17,1
-65.504353,98.642599,10164.3411,318.58,520.4355,2019111501001,483.00,801.58,1
-65.504485,98.642662,10164.4549,317.66,520.1558,2019111501001,483.00,800.66,1
-65.504617,98.642724,10164.5688,315.78,519.8758,2019111501001,483.00,798.77,1
-65.504749,98.642786,10164.6827,314.61,519.5954,2019111501001,483.00,797.60,1
-65.504881,98.642848,10164.7966,314.13,519.3145,2019111501001,483.00,797.12,1
-65.505013,98.642909,10164.9106,312.96,519.0330,2019111501001,483.00,795.96,1
-65.505145,98.642970,10165.0247,310.84,518.7511,2019111501001,483.00,793.84,1
-65.505277,98.643031,10165.1388,308.63,518.4682,2019111501001,482.79,791.42,1
-65.505410,98.643091,10165.2529,306.87,518.1848,2019111501001,481.73,788.59,1
-65.505542,98.643150,10165.3671,305.86,517.9011,2019111501001,479.37,785.24,1
-65.505674,98.643210,10165.4814,305.25,517.6169,2019111501001,476.70,781.95,1
-65.505806,98.643269,10165.5957,304.96,517.3324,2019111501001,475.14,780.10,1
-65.505939,98.643328,10165.7100,304.96,517.0474,2019111501001,474.72,779.68,1
-65.506071,98.643386,10165.8244,304.98,516.7623,2019111501001,474.68,779.66,1
-65.506203,98.643445,10165.9388,304.98,516.4767,2019111501001,474.68,779.66,1
-65.506335,98.643503,10166.0533,304.98,516.1904,2019111501001,474.68,779.66,1
-65.506468,98.643560,10166.1678,304.74,515.9038,2019111501001,474.68,779.42,1
-65.506600,98.643618,10166.2824,303.57,515.6166,2019111501001,474.68,778.25,1
-65.506733,98.643675,10166.3970,301.70,515.3287,2019111501001,474.68,776.37,1
-65.506865,98.643732,10166.5116,300.29,515.0401,2019111501001,474.68,774.96,1
-65.506997,98.643788,10166.6263,298.88,514.7507,2019111501001,474.68,773.56,1
-65.507130,98.643845,10166.7411,297.01,514.4601,2019111501001,474.68,771.68,1
-65.507262,98.643901,10166.8559,295.84,514.1684,2019111501001,474.68,770.52,1
-65.507395,98.643957,10166.9707,295.60,513.8755,2019111501001,474.68,770.28,1
-65.507527,98.644013,10167.0856,295.35,513.5813,2019111501001,474.68,770.03,1
-65.507660,98.644069,10167.2005,294.18,513.2863,2019111501001,474.68,768.86,1
-65.507792,98.644124,10167.3155,292.31,512.9909,2019111501001,474.68,766.99,1
-65.507925,98.644180,10167.4305,290.66,512.6959,2019111501001,474.68,765.33,1
-65.508057,98.644235,10167.5456,287.84,512.4020,2019111501001,474.68,762.51,1
-65.508190,98.644290,10167.6607,282.68,512.1100,2019111501001,474.68,757.36,1
-65.508322,98.644345,10167.7758,277.07,511.8208,2019111501001,474.68,751.75,1
-65.508455,98.644400,10167.8910,272.38,511.5352,2019111501001,474.68,747.06,1
-65.508587,98.644455,10168.0063,268.86,511.2540,2019111501001,474.68,743.53,1
-65.508720,98.644510,10168.1215,266.28,510.9775,2019111501001,474.68,740.96,1
-65.508853,98.644564,10168.2369,264.16,510.7064,2019111501001,474.68,738.84,1
-65.508985,98.644619,10168.3523,263.00,510.4412,2019111501001,474.68,737.68,1
-65.509118,98.644673,10168.4677,262.75,510.1820,2019111501001,474.68,737.43,1
-65.509250,98.644728,10168.5831,263.25,509.9292,2019111501001,474.68,737.92,1
-65.509383,98.644782,10168.6987,265.58,509.6835,2019111501001,474.68,740.25,1
-65.509516,98.644836,10168.8142,269.06,509.4452,2019111501001,474.68,743.74,1
-65.509648,98.644891,10168.9299,270.23,509.2151,2019111501001,474.68,744.90,1
-65.509781,98.644945,10169.0455,268.86,508.9940,2019111501001,474.68,743.53,1
-65.509913,98.644999,10169.1612,267.69,508.7832,2019111501001,474.68,742.37,1
-65.510046,98.645054,10169.2770,267.70,508.5839,2019111501001,474.21,741.91,1
-65.510179,98.645108,10169.3928,268.71,508.3968,2019111501001,472.42,741.13,1
-65.510311,98.645162,10169.5087,270.50,508.2230,2019111501001,469.69,740.19,1
-65.510444,98.645217,10169.6246,272.92,508.0632,2019111501001,467.47,740.38,1
-65.510576,98.645271,10169.7406,275.57,507.9178,2019111501001,466.51,742.08,1
-65.510709,98.645326,10169.8567,278.00,507.7872,2019111501001,466.34,744.34,1
-65.510842,98.645380,10169.9728,280.11,507.6712,2019111501001,466.34,746.45,1
-65.510974,98.645435,10170.0889,281.03,507.5697,2019111501001,466.34,747.37,1
-65.511107,98.645490,10170.2051,280.11,507.4826,2019111501001,466.34,746.45,1
-65.511239,98.645545,10170.3214,278.25,507.4094,2019111501001,466.34,744.59,1
-65.511372,98.645600,10170.4377,277.08,507.3496,2019111501001,466.34,743.42,1
-65.511504,98.645655,10170.5541,276.59,507.3026,2019111501001,466.34,742.93,1
-65.511637,98.645711,10170.6706,275.42,507.2680,2019111501001,466.34,741.76,1
-65.511769,98.645766,10170.7871,273.55,507.2450,2019111501001,466.34,739.89,1
-65.511902,98.645822,10170.9036,272.39,507.2329,2019111501001,466.34,738.73,1
-65.512034,98.645878,10171.0203,272.14,507.2307,2019111501001,466.34,738.48,1
-65.512167,98.645934,10171.1370,272.14,507.2380,2019111501001,466.34,738.48,1
-65.512299,98.645990,10171.2537,272.04,507.2542,2019111501001,466.52,738.56,1
-65.512432,98.646046,10171.3705,271.47,507.2783,2019111501001,467.53,739.00,1
-65.512564,98.646103,10171.4874,270.15,507.3097,2019111501001,469.87,740.02,1
-65.512697,98.646160,10171.6043,268.62,507.3476,2019111501001,472.59,741.21,1
-65.512829,98.646217,10171.7213,267.71,507.3913,2019111501001,474.19,741.91,1
-65.512962,98.646275,10171.8383,267.47,507.4400,2019111501001,474.63,742.10,1
-65.513094,98.646333,10171.9554,267.44,507.4931,2019111501001,474.68,742.12,1
-65.513226,98.646391,10172.0725,266.95,507.5497,2019111501001,474.68,741.62,1
-65.513359,98.646449,10172.1897,264.37,507.6095,2019111501001,474.68,739.04,1
-65.513491,98.646508,10172.3070,259.23,507.6722,2019111501001,474.68,733.91,1
-65.513623,98.646567,10172.4243,253.87,507.7376,2019111501001,474.68,728.54,1
-65.513755,98.646626,10172.5416,250.34,507.8051,2019111501001,474.68,725.02,1
-65.513888,98.646685,10172.6590,248.92,507.8749,2019111501001,474.68,723.60,1
-65.514020,98.646746,10172.7764,248.68,507.9465,2019111501001,474.68,723.35,1
-65.514152,98.646806,10172.8939,248.92,508.0198,2019111501001,474.68,723.60,1
-65.514284,98.646867,10173.0115,250.84,508.0948,2019111501001,474.68,725.51,1
-65.514416,98.646928,10173.1290,256.45,508.1711,2019111501001,474.68,731.12,1
-65.514548,98.646989,10173.2466,264.61,508.2487,2019111501001,474.68,739.29,1
-65.514680,98.647051,10173.3642,271.39,508.3276,2019111501001,474.68,746.07,1
-65.514812,98.647114,10173.4818,275.16,508.4077,2019111501001,474.68,749.84,1
-65.514944,98.647177,10173.5995,276.58,508.4889,2019111501001,474.68,751.25,1
-65.515076,98.647240,10173.7171,277.08,508.5713,2019111501001,474.68,751.75,1
-65.515208,98.647304,10173.8347,278.00,508.6545,2019111501001,474.68,752.67,1
-65.515340,98.647368,10173.9523,278.44,508.7388,2019111501001,474.68,753.12,1
-65.515472,98.647433,10174.0699,276.08,508.8237,2019111501001,474.68,750.76,1
-65.515604,98.647498,10174.1875,270.97,508.9094,2019111501001,474.68,745.65,1
-65.515735,98.647564,10174.3050,265.84,508.9959,2019111501001,474.68,740.51,1
-65.515867,98.647630,10174.4225,263.25,509.0832,2019111501001,474.68,737.93,1
-65.515999,98.647697,10174.5400,262.50,509.1715,2019111501001,474.68,737.18,1
-65.516130,98.647764,10174.6574,261.33,509.2610,2019111501001,474.68,736.01,1
-65.516262,98.647832,10174.7749,258.98,509.3522,2019111501001,474.68,733.65,1
-65.516393,98.647900,10174.8923,255.23,509.4451,2019111501001,474.68,729.90,1
-65.516525,98.647969,10175.0096,250.09,509.5404,2019111501001,474.68,724.77,1
-65.516656,98.648039,10175.1270,245.90,509.6380,2019111501001,474.68,720.58,1
-65.516787,98.648108,10175.2443,244.24,509.7383,2019111501001,474.68,718.91,1
-65.516919,98.648179,10175.3615,244.24,509.8416,2019111501001,474.68,718.91,1
-65.517050,98.648249,10175.4788,245.40,509.9474,2019111501001,474.68,720.08,1
-65.517181,98.648321,10175.5960,247.26,510.0556,2019111501001,474.68,721.93,1
-65.517312,98.648393,10175.7132,248.42,510.1655,2019111501001,474.68,723.10,1
-65.517444,98.648465,10175.8303,248.68,510.2770,2019111501001,474.68,723.35,1
-65.517575,98.648538,10175.9474,248.68,510.3894,2019111501001,474.68,723.35,1
-65.517706,98.648611,10176.0645,248.68,510.5022,2019111501001,474.68,723.35,1
-65.517837,98.648685,10176.1815,248.68,510.6146,2019111501001,474.68,723.35,1
-65.517968,98.648760,10176.2985,248.68,510.7259,2019111501001,474.68,723.35,1
-65.518098,98.648834,10176.4155,248.68,510.8355,2019111501001,474.68,723.35,1
-65.518229,98.648910,10176.5324,248.68,510.9427,2019111501001,474.68,723.35,1
-65.518360,98.648986,10176.6493,248.68,511.0469,2019111501001,474.68,723.35,1
-65.518491,98.649062,10176.7662,248.68,511.1479,2019111501001,474.68,723.35,1
-65.518621,98.649139,10176.8830,248.68,511.2453,2019111501001,474.68,723.35,1
-65.518752,98.649216,10176.9998,248.93,511.3392,2019111501001,474.68,723.60,1
-65.518883,98.649294,10177.1166,249.84,511.4294,2019111501001,474.68,724.52,1
-65.519013,98.649373,10177.2334,250.53,511.5161,2019111501001,474.68,725.21,1
-65.519144,98.649452,10177.3501,249.84,511.5994,2019111501001,474.68,724.52,1
-65.519274,98.649531,10177.4668,248.93,511.6796,2019111501001,474.68,723.60,1
-65.519405,98.649611,10177.5835,248.68,511.7567,2019111501001,474.68,723.35,1
-65.519535,98.649691,10177.7002,248.68,511.8311,2019111501001,474.68,723.35,1
-65.519665,98.649772,10177.8168,248.93,511.9027,2019111501001,474.68,723.60,1
-65.519795,98.649853,10177.9334,250.10,511.9716,2019111501001,474.68,724.77,1
